"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"10393","Ma","Puam","03m","Q1","MC","20",3,"RS","S",2000,2.39765,8.735815,2001,1.549346,5.758744,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.20","2000","2001",1,0,0,1,"growth",0.874489090990392,0.437832906407461,0.764731170261202,-0.436656184582931,0.372001154978357
"10410","Ma","Puam","03m","Q2","MC","01",3,"SS","S",2000,0.813559,3.81929,2001,0.505351,3.034185,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.01","2000","2001",1,0,0,1,"growth",-0.20633682883124,-0.682502041636868,0.0425748869321325,-0.476165212805627,1.13945676498385
"10411","Ma","Puam","03m","Q2","MC","02",3,"SS","S",2000,0.211433,1.747673,2001,0.497027,2.817189,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.02","2000","2001",1,0,0,1,"growth",-1.55384711555271,-0.699110928405375,2.41444085851147,0.854736187147332,1.13945676498385
"10417","Ma","Puam","03m","Q2","MC","08",3,"SS","S",2000,0.353921,2.334578,2001,0.309156,2.159566,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.08","2000","2001",1,0,0,1,"growth",-1.03868155459493,-1.17390927511155,1.07885937185573,-0.135227720516625,1.13945676498385
"10419","Ma","Puam","03m","Q2","MC","17",3,"SS","S",2000,5.900603,17.942495,2001,3.989298,9.811816,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.17","2000","2001",1,0,0,1,"growth",1.77505454907909,1.38361527557292,3.15081865220638,-0.391439273506177,1.13945676498385
"10424","Ma","Puam","03m","Q2","MC","23",3,"RS","S",2000,0.665326,4.799639,2001,0.766944,4.258534,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.23","2000","2001",1,0,0,1,"growth",-0.407478132883669,-0.265341492014396,0.166038428778361,0.142136640869273,1.13945676498385
"10425","Ma","Puam","03m","Q2","MC","24",3,"RS","S",2000,0.700948,4.140119,2001,0.741974,4.581429,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.24","2000","2001",1,0,0,1,"growth",-0.355321574442224,-0.298441076859954,0.126253421264101,0.0568804975822705,1.13945676498385
"10426","Ma","Puam","03m","Q2","MC","25",3,"RS","S",2000,1.344441,6.448319,2001,2.627824,7.489516,1,"growth",0,35.193334,242.177931,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2000","Puamana.03m.2000","Puamana.03m.Q2.MC.25","2000","2001",1,0,0,1,"growth",0.295978313279723,0.966156127299031,0.0876031619319099,0.670177814019308,1.13945676498385
"10487","Ma","Puam","03m","Q3","MC","01",3,"SS","S",2000,4.637451,9.459982,2001,9.331712,14.928814,1,"growth",0,27.19228,429.362745,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2000","Puamana.03m.2000","Puamana.03m.Q3.MC.01","2000","2001",1,0,0,1,"growth",1.53416486184,2.23341849213131,2.35366182330454,0.699253630291309,0.653060417672708
"10488","Ma","Puam","03m","Q3","MC","02",3,"SS","S",2000,17.020557,36.207094,2001,15.101952,29.202099,1,"growth",0,27.19228,429.362745,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2000","Puamana.03m.2000","Puamana.03m.Q3.MC.02","2000","2001",1,0,0,1,"growth",2.8344218488142,2.71482400698921,8.03394721703532,-0.119597841824989,0.653060417672708
"10489","Ma","Puam","03m","Q3","MC","04",3,"SS","S",2000,2.126776,7.456515,2001,1.169408,5.63278,1,"growth",0,27.19228,429.362745,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2000","Puamana.03m.2000","Puamana.03m.Q3.MC.04","2000","2001",1,0,0,1,"growth",0.754607218025413,0.156497637851135,0.569432053496054,-0.598109580174279,0.653060417672708
"10490","Ma","Puam","03m","Q3","MC","05",3,"SS","S",2000,0.7752,3.944881,2001,0.96768,4.587095,1,"growth",0,27.19228,429.362745,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2000","Puamana.03m.2000","Puamana.03m.Q3.MC.05","2000","2001",1,0,0,1,"growth",-0.254634218405581,-0.0328538248710783,0.0648385851830209,0.221780393534502,0.653060417672708
"10491","Ma","Puam","03m","Q3","MC","06",3,"RS","S",2000,2.632296,8.761951,2001,3.966976,9.547485,1,"growth",0,27.19228,429.362745,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2000","Puamana.03m.2000","Puamana.03m.Q3.MC.06","2000","2001",1,0,0,1,"growth",0.967856469145773,1.37800409160212,0.936746144867322,0.410147622456348,0.653060417672708
"10497","Ma","Puam","03m","Q4","MC","01",3,"RS","S",2000,0.902761,4.887293,2001,0.808889,4.690356,1,"growth",0,0.902761,298.499822,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q4","Puamana.03m.Q4.2000","Puamana.03m.2000","Puamana.03m.Q4.MC.01","2000","2001",1,0,0,1,"growth",-0.102297433908499,-0.212093577764997,0.0104647649842637,-0.109796143856498,-0.945119773857925
"10525","Ma","Puam","03m","Q5","MC","08",3,"RS","S",2000,0.394444,2.599713,2001,0.484368,2.791565,1,"growth",0,7.406667,260.848887,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2000","Puamana.03m.2000","Puamana.03m.Q5.MC.08","2000","2001",1,0,0,1,"growth",-0.930278100610093,-0.724910330591854,0.865417344474723,0.205367770018239,-0.549737350285351
"10526","Ma","Puam","03m","Q5","MC","09",3,"RS","S",2000,0.956667,3.95396,2001,1.107277,4.680732,1,"growth",0,7.406667,260.848887,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2000","Puamana.03m.2000","Puamana.03m.Q5.MC.09","2000","2001",1,0,0,1,"growth",-0.0442999104645849,0.101903848260829,0.00196248206717023,0.146203758725413,-0.549737350285351
"10527","Ma","Puam","03m","Q5","MC","10",3,"RS","S",2000,0.758889,4.344197,2001,0.757221,4.260559,1,"growth",0,7.406667,260.848887,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2000","Puamana.03m.2000","Puamana.03m.Q5.MC.10","2000","2001",1,0,0,1,"growth",-0.275899757340647,-0.2781001262756,0.0761206761006279,-0.0022003689349528,-0.549737350285351
"10561","Ma","Puam","03m","Q5","MC","20",3,"RS","S",2000,0.493333,3.700406,2001,0.763567,3.572053,1,"growth",0,7.406667,260.848887,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2000","Puamana.03m.2000","Puamana.03m.Q5.MC.20","2000","2001",1,0,0,1,"growth",-0.70657087656799,-0.269754404408033,0.499242403614058,0.436816472159957,-0.549737350285351
"10684","Ma","Puam","03m","Q1","MC","02",3,"SSS","S",2001,2.249703,6.94096,2002,0.397787,2.644343,1,"growth",0,14.133174,417.323424,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2001","Puamana.03m.2001","Puamana.03m.Q1.MC.02","2001","2002",1,0,0,1,"growth",0.810798207503562,-0.921838592834822,0.657393733290989,-1.73263680033838,-0.140822670424067
"10690","Ma","Puam","03m","Q1","MC","22",3,"RS","S",2001,1.879905,6.788028,2002,0.418551,2.965239,1,"growth",0,14.133174,417.323424,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2001","Puamana.03m.2001","Puamana.03m.Q1.MC.22","2001","2002",1,0,0,1,"growth",0.631221243650184,-0.870956532678113,0.398440258435285,-1.5021777763283,-0.140822670424067
"10691","Ma","Puam","03m","Q1","MC","23",3,"RS","S",2001,0.24019,1.974602,2002,0.514719,3.11019,1,"growth",0,14.133174,417.323424,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2001","Puamana.03m.2001","Puamana.03m.Q1.MC.23","2001","2002",1,0,0,1,"growth",-1.42632500217624,-0.664134158297162,2.03440301183306,0.762190843879082,-0.140822670424067
"10692","Ma","Puam","03m","Q1","MC","24",3,"RS","S",2001,1.237812,5.220585,2002,1.462195,6.346537,1,"growth",0,14.133174,417.323424,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2001","Puamana.03m.2001","Puamana.03m.Q1.MC.24","2001","2002",1,0,0,1,"growth",0.213345304895618,0.379938731366376,0.0455162191210041,0.166593426470758,-0.140822670424067
"10695","Ma","Puam","03m","Q2","MC","05",3,"SIS","S",2001,3.770511,8.442903,2002,1.96,7.267192,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.05","2001","2002",1,0,0,1,"growth",1.32721053604127,0.672944473242426,1.76148780697896,-0.654266062798845,1.03308288748297
"10696","Ma","Puam","03m","Q2","MC","05a",3,"IS","S",2001,0.982164,4.763225,2002,1.083333,4.283943,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.05a","2001","2002",1,0,0,1,"growth",-0.0179969784616594,0.0800423999811815,0.000323891233749433,0.0980393784428409,1.03308288748297
"10697","Ma","Puam","03m","Q2","MC","05b",3,"IS","S",2001,0.869203,3.777508,2002,0.581111,3.082555,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.05b","2001","2002",1,0,0,1,"growth",-0.14017857915621,-0.542813490463995,0.0196500340542538,-0.402634911307785,1.03308288748297
"10698","Ma","Puam","03m","Q2","MC","08",3,"SSS","S",2001,0.309156,2.159566,2002,0.634444,3.48423,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.08","2001","2002",1,0,0,1,"growth",-1.17390927511155,-0.45500625419394,1.37806298619293,0.718903020917611,1.03308288748297
"10699","Ma","Puam","03m","Q2","MC","17",3,"SSS","S",2001,3.989298,9.811816,2002,2.533333,6.750322,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.17","2001","2002",1,0,0,1,"growth",1.38361527557292,0.92953582704522,1.91439123079872,-0.454079448527697,1.03308288748297
"10700","Ma","Puam","03m","Q2","MC","18",3,"SIS","S",2001,8.714625,14.955366,2002,3.412222,10.753098,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.18","2001","2002",1,0,0,1,"growth",2.1650026487863,1.22736369199114,4.68723646925171,-0.937638956795159,1.03308288748297
"10701","Ma","Puam","03m","Q2","MC","18a",3,"IS","S",2001,1.187872,6.039804,2002,0.443333,2.784924,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.18a","2001","2002",1,0,0,1,"growth",0.172163471027896,-0.813434098314429,0.0296402607563731,-0.985597569342325,1.03308288748297
"10702","Ma","Puam","03m","Q2","MC","21",3,"RUS","S",2001,1.539834,5.745476,2002,0.696667,4.147547,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.21","2001","2002",1,0,0,1,"growth",0.431674618407748,-0.361447744222605,0.186342976177475,-0.793122362630353,1.03308288748297
"10703","Ma","Puam","03m","Q2","MC","23",3,"RSS","S",2001,0.766944,4.258534,2002,0.627778,3.716582,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.23","2001","2002",1,0,0,1,"growth",-0.265341492014396,-0.465568678195632,0.0704061073844258,-0.200227186181236,1.03308288748297
"10705","Ma","Puam","03m","Q2","MC","25",3,"RSS","S",2001,2.627824,7.489516,2002,1.955556,6.592725,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.25","2001","2002",1,0,0,1,"growth",0.966156127299031,0.670674551980588,0.933457662317462,-0.295481575318443,1.03308288748297
"10706","Ma","Puam","03m","Q2","MC","31",3,"RS","S",2001,1.91201,7.544916,2002,1.048889,5.566786,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.31","2001","2002",1,0,0,1,"growth",0.648155044741055,0.0477315087533877,0.42010496202328,-0.600423535987668,1.03308288748297
"10711","Ma","Puam","03m","Q2","MC","36",3,"RS","S",2001,0.878716,3.848206,2002,0.544444,3.045178,1,"growth",0,33.44352,156.650418,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2001","Puamana.03m.2001","Puamana.03m.Q2.MC.36","2001","2002",1,0,0,1,"growth",-0.129293527928693,-0.607990188546502,0.0167168163642476,-0.47869666061781,1.03308288748297
"10751","Ma","Puam","03m","Q3","MC","01",3,"SSS","S",2001,9.331712,14.928814,2002,17.718889,19.727397,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.01","2001","2002",1,0,0,1,"growth",2.23341849213131,2.87463124569443,4.98815816099408,0.641212753563128,1.43536527176229
"10752","Ma","Puam","03m","Q3","MC","02",3,"SSS","S",2001,15.101952,29.202099,2002,27.496667,36.122322,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.02","2001","2002",1,0,0,1,"growth",2.71482400698921,3.31406479732721,7.37026938892497,0.599240790337998,1.43536527176229
"10753","Ma","Puam","03m","Q3","MC","04",3,"SSS","S",2001,1.169408,5.63278,2002,2.311111,7.561473,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.04","2001","2002",1,0,0,1,"growth",0.156497637851135,0.837728361294129,0.0244915106529849,0.681230723442994,1.43536527176229
"10754","Ma","Puam","03m","Q3","MC","05",3,"SSS","S",2001,0.96768,4.587095,2002,0.481111,2.734721,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.05","2001","2002",1,0,0,1,"growth",-0.0328538248710783,-0.73165726626873,0.00107937380865948,-0.698803441397651,1.43536527176229
"10755","Ma","Puam","03m","Q3","MC","06",3,"RSS","S",2001,3.966976,9.547485,2002,2.011111,8.195788,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.06","2001","2002",1,0,0,1,"growth",1.37800409160212,0.69868730568694,1.89889527647218,-0.67931678591518,1.43536527176229
"10758","Ma","Puam","03m","Q3","MC","08",3,"RS","S",2001,1.900544,8.262661,2002,2.247778,7.207226,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.08","2001","2002",1,0,0,1,"growth",0.642140160981325,0.809942172706504,0.412343986345122,0.16780201172518,1.43536527176229
"10759","Ma","Puam","03m","Q3","MC","09",3,"RS","S",2001,1.498112,5.476663,2002,2.261111,6.451304,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.09","2001","2002",1,0,0,1,"growth",0.404205648655303,0.815856285412334,0.163382206404855,0.411650636757031,1.43536527176229
"10760","Ma","Puam","03m","Q3","MC","10",3,"RS","S",2001,0.838656,4.055018,2002,0.413333,2.726633,1,"growth",0,40.060928,421.939784,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2001","Puamana.03m.2001","Puamana.03m.Q3.MC.10","2001","2002",1,0,0,1,"growth",-0.175954668511752,-0.883501715503102,0.0309600453710804,-0.707547046991351,1.43536527176229
"10761","Ma","Puam","03m","Q4","MC","01",3,"RSS","S",2001,0.808889,4.690356,2002,0.426667,2.817564,1,"growth",0,0.808889,171.633332,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q4","Puamana.03m.Q4.2001","Puamana.03m.2001","Puamana.03m.Q4.MC.01","2001","2002",1,0,0,1,"growth",-0.212093577764997,-0.851751429486889,0.0449836857291568,-0.639657851721892,-0.950826396749708
"10787","Ma","Puam","03m","Q5","MC","12",3,"RS","S",2001,0.848172,4.307904,2002,1.843938,6.069241,1,"growth",0,7.992068,120.426045,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2001","Puamana.03m.2001","Puamana.03m.Q5.MC.12","2001","2002",1,0,0,1,"growth",-0.164671833568816,0.611903502009498,0.0271168127709159,0.776575335578315,-0.514149925414541
"10788","Ma","Puam","03m","Q5","MC","13",3,"RS","S",2001,0.861921,4.59991,2002,0.638373,3.247691,1,"growth",0,7.992068,120.426045,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q5","Puamana.03m.Q5.2001","Puamana.03m.2001","Puamana.03m.Q5.MC.13","2001","2002",1,0,0,1,"growth",-0.148591659850104,-0.448832526974005,0.0220794813770089,-0.300240867123901,-0.514149925414541
"10938","Ma","Puam","03m","Q1","MC","02",3,"SSSS","S",2002,0.397787,2.644343,2003,1.416667,5.802488,1,"growth",0,2.793252,410.656103,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2002","Puamana.03m.2002","Puamana.03m.Q1.MC.02","2002","2003",1,0,0,1,"growth",-0.921838592834822,0.348306929562306,0.849786391239684,1.27014552239713,-0.830193925710344
"10939","Ma","Puam","03m","Q1","MC","22",3,"RSS","S",2002,0.418551,2.965239,2003,0.628889,3.35396,1,"growth",0,2.793252,410.656103,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2002","Puamana.03m.2002","Puamana.03m.Q1.MC.22","2002","2003",1,0,0,1,"growth",-0.870956532678113,-0.463800508442698,0.758565281814682,0.407156024235415,-0.830193925710344
"10940","Ma","Puam","03m","Q1","MC","23",3,"RSS","S",2002,0.514719,3.11019,2003,0.333333,2.336396,1,"growth",0,2.793252,410.656103,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2002","Puamana.03m.2002","Puamana.03m.Q1.MC.23","2002","2003",1,0,0,1,"growth",-0.664134158297162,-1.09861328866861,0.441074180217081,-0.434479130371447,-0.830193925710344
"10946","Ma","Puam","03m","Q2","MC","05",3,"SISS","S",2002,1.96,7.267192,2003,1.87154,6.56778,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.05","2002","2003",1,0,0,1,"growth",0.672944473242426,0.626761621363972,0.452854264067526,-0.0461828518784541,-0.0564479117108224
"10949","Ma","Puam","03m","Q2","MC","08",3,"SSSS","S",2002,0.634444,3.48423,2003,0.194571,1.799018,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.08","2002","2003",1,0,0,1,"growth",-0.45500625419394,-1.63695814397359,0.2070306913556,-1.18195188977965,-0.0564479117108224
"10951","Ma","Puam","03m","Q2","MC","18",3,"SISS","S",2002,3.412222,10.753098,2003,2.12846,6.561472,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.18","2002","2003",1,0,0,1,"growth",1.22736369199114,0.755398713532555,1.50642163241813,-0.471964978458588,-0.0564479117108224
"10952","Ma","Puam","03m","Q2","MC","18a",3,"ISS","S",2002,0.443333,2.784924,2003,0.348293,2.294799,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.18a","2002","2003",1,0,0,1,"growth",-0.813434098314429,-1.05471119942914,0.661675032300609,-0.241277101114709,-0.0564479117108224
"10955","Ma","Puam","03m","Q2","MC","25",3,"RSSS","S",2002,1.955556,6.592725,2003,2.257458,7.771974,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.25","2002","2003",1,0,0,1,"growth",0.670674551980588,0.814239401484772,0.449804354674363,0.143564849504184,-0.0564479117108224
"10956","Ma","Puam","03m","Q2","MC","31",3,"RSS","S",2002,1.048889,5.566786,2003,0.769686,4.970143,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.31","2002","2003",1,0,0,1,"growth",0.0477315087533877,-0.261772639512054,0.00227829692787472,-0.309504148265441,-0.0564479117108224
"10957","Ma","Puam","03m","Q2","MC","36",3,"RSS","S",2002,0.544444,3.045178,2003,0.586939,3.34398,1,"growth",0,15.52111,140.559998,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.2002","Puamana.03m.2002","Puamana.03m.Q2.MC.36","2002","2003",1,0,0,1,"growth",-0.607990188546502,-0.532834382782193,0.369652069368811,0.075155805764309,-0.0564479117108224
"10992","Ma","Puam","03m","Q3","MC","01",3,"SSSS","S",2002,17.718889,19.727397,2003,21.563554,20.052895,1,"growth",0,54.941111,416.54111,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2002","Puamana.03m.2002","Puamana.03m.Q3.MC.01","2002","2003",1,0,0,1,"growth",2.87463124569443,3.07100457475635,8.26350479872273,0.19637332906192,2.3399544244566
"10998","Ma","Puam","03m","Q3","MC","05",3,"SSSS","S",2002,0.481111,2.734721,2003,0.194522,1.788161,1,"growth",0,54.941111,416.54111,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2002","Puamana.03m.2002","Puamana.03m.Q3.MC.05","2002","2003",1,0,0,1,"growth",-0.73165726626873,-1.63721001178031,0.535322355283831,-0.905552745511575,2.3399544244566
"10999","Ma","Puam","03m","Q3","MC","06",3,"RSSS","S",2002,2.011111,8.195788,2003,0.896114,3.724597,1,"growth",0,54.941111,416.54111,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.2002","Puamana.03m.2002","Puamana.03m.Q3.MC.06","2002","2003",1,0,0,1,"growth",0.69868730568694,-0.109687641957672,0.488163951128076,-0.808374947644612,2.3399544244566
